ID,comment,predicted_sentiment
8428,အရမ်းကောင်းတဲ့ ဖန်တီးမှုပဲဗျို့ တွေလည်းနားထောင်ကောင်း မှာအားယူထားတာလည်းကောင်းချက် ကို ၃ယောက်သေချာလေးခွဲဆိုသွားတာကလည်းအနှစ်ဗျာ တွေလည်းပြောစရာကိုမလိုပါဖူးဗျာ မှာလဲ ညစ်ပေခဲ့သော လေးကို ၃ယောက် ၃ကြောင်းဆိုသွားတာလေးကတော့ အဆုံးထိကောင်းနေယောပဲ ဒီလို တွေထဲကတယောက်ယောက်နဲ့ သီချင်းလေးတွဲလုပ်ခွင့်ရရင်သေပျော်ပါပြီဗျာ လောက်ဆိုရရင်ကိုကျေနပ်လှပါပီဗျာ အိမ်မက်ပါပဲဗျာ,positive
8429,ထွက်တဲ့ သီချင်းတိုင်းကောင်းတယ် 😊🎉,positive
8430,မျက်ရည်ဝိုင်းပါဗျာ,positive
8432,သီချင်းတွေကလဲ😭,positive
8433,တကယ်ဝေးခဲ့တာ လေးနှစ်တောင်ရှိသွားပီ 😅 ကလျာရယ်,negative
8434,လူတိုင်းက ဝေးကြဖို့အတွက် ချစ်ခဲ့ကြတာပါပဲ,negative
8436,ကျွန်တော်လဲအခုလေးတင်ပြတ်တာ,neutral
8438,ငါတို့မျှော်လင့်ခဲ့သလိုသက်ဆုံးတိုင်ချစ်ခဲ့ရမှာမိုးစက်ရယ်,negative
8439,တစ်ယောက်ချင်းစီခွဲငိုစရာမလိုတော့ဘူး ပေါင်းငိုယုံပဲ😢,negative
8440,😢ကြိုက်တယ်,positive
8441,တကယ်ဆရာကြီးသုံးယောက်ကပေါင်းဆိုတော့ငါတို့ကရှယ်ကွဲကျတာပေါ့🥹,positive
8442,သီချင်းအသစ်တွေအရမ်းထွက်နေသလိုပဲ,positive
8443,ကိုယ်တို့ဒီလောက်ပဲကံပါလို့အဆုံးသတ်ခဲ့ရတာပါယွန်းရယ် အသစ်ရှာသွားပြီးထားခဲ့တာတောင် မုန်းမရနိုင်ခဲ့တဲ့ထိ ချစ်ခဲ့တာပါ မင်းဘဝလေးနဲ့မင်းပျော်ပါစေတော့,negative
8444,နဲ့ တို့ ပီးရင် တို့သုံးယောက် ပဲ,neutral
8445,ဒီ ကိုတော့အကြိုက်ဆုံးပဲ,positive
8446,😅😅😅😅,positive
8447,ဒီသီချင်းက ရုပ်ရှင်တေးသီချင်းဖြစ်ရလိုက်မယ်,positive
8448,ခုဖစ်တာနဲ့တထပ်ထဲရယ်😅💔,negative
8449,လမ်းခွဲခြင်းကိုအကောင်းဘက်ကမြင်ကြည့်မယ် ဘုရားဟောသလိုပဲ ဘယ်အရာမှမမြဲတဲ့အနိစ္စတဲ့ အကယ်၍မင်းနဲ့လက်တွဲသွားရမယ်ဆိုရင်တောင်မှ သေခြင်းတရားနဲ့ပြန်ခွဲရမှာ။အခုလို ခွဲလိုက်ရတော့ မင်းရဲ့သေခြင်းတရားကိုရင်ဆိုင်နေတဲ့ပုံကို ကိုယ်ထိုင်ကြည့်နေစရာမလိုတော့ဘူး။ မင်းလည်းကောင်းကောင်းမွန်မွန်၊ကိုယ်လည်းကောင်းကောင်းမွန်မွန် အခြေအနေနဲ့ခွဲရတာမို့ ကိုယ့်အသိထဲမှာ မင်းကအမြဲတမ်းအဆင်ပြေနေတယ်လို့ပဲမှတ်ယူသွားတော့မယ်။,negative
8450,သီချင်းကလဲမကောင်းပါဘူးဗျာ ရင်ထဲ 💔😢,negative
8451,နားလေးမှာ လေးတော်တော်ကျက်သီးထ,positive
8453,ပိုနားထောင်လေ ပိုထိလေပဲဟ,neutral
8454,ရိုး သတ်လည်းသေပါတယ်ဗျာ ခင်ဗျားသီချင်းတွေက မဟုတ်တော့ဖူး ကြေကွဲရပါတယ်ဗျာ 😢,negative
8456,မကောင်းဘူးဗျာ,neutral
8457,အကြိုက်ဆုံးသုံးယောက်ဆိုတာ ပြောစရာကိုမလိုတော့ဘူး,neutral
8459,🎉🎉🎉 🎉🎉🎉,positive
8460,တကယ်ကောင်းတဲ့ ပါဘဲဗျာ,positive
8461,ညစ်ပေခဲ့သောနှလုံးသားများ နောက်ဆုံးအဖြစ် နှုတ်ဆက်ကြမယ့်အခိုက် အပြုံးလေးတွေ အရင်အတိုင်း မလန်းဆန်းနိုင် အုံ့မှိုင်း တစ်ချက်တစ်ချက် မျက်ရည်ဝိုင်း ဘယ်အချိန်တွေက စခဲ့တယ် ဘယ်သူကအမြဲ မှားခဲ့တယ် အချိန်တန်တော့ ထားခဲ့မယ် အဖြေရှာလို့ မရခဲ့လည်း တော်ပြီကွယ် ပင်ပန်းတယ် ပျော်ရွှင်ခဲ့ရသမျှ မှတ်ထားပါဒဏ်ရာများစွာရခဲ့လည်း အနာကျက်သွားမှာ မျှော်လင့်တိုင်း မဖြစ်တာ အချစ်လား ကံတရားလား ကြိုတင်တားမရတဲ့ အနိစ္စတရား သဘာဝများကြား ညစ်ပေခဲ့သော နှလုံးသားများ ဆုံတွေ့လိုက် ပြန်လည်ထွက်သွားလိုက် သတိရလိုက် အကုန်မေ့ဖို့ကြိုးစားကြည့်နေလိုက် ငိုသံနဲ့အစပြုတယ်ငိုစရာနဲ့အဆုံးသတ်မယ်ရှင်သန်ခြင်းရဲ့ အဓိပ္ပါယ်အချိန်ကပဲ ဆုံးဖြတ်ခဲ့တော်ပြီပဲ ပင်ပန်းတယ် ပျော်ရွှင်ခဲ့ရသမျှ မှတ်ထားပါဒဏ်ရာများစွာရခဲ့လည်း အနာကျက်သွားမှာ မျှော်လင့်တိုင်း မဖြစ်တာ အချစ်လား ကံတရားလား ကြိုတင်တားမရတဲ့ အနိစ္စတရား သဘာဝများကြား ညစ်ပေခဲ့သော နှလုံးသားများ ဘယ်အချိန်တွေက စခဲ့တယ် ဘယ်သူကအမြဲ မှားခဲ့တယ် အချိန်တန်တော့ ထားခဲ့မယ် အဖြေရှာလို့ မရခဲ့လည်း တော်ပြီကွယ် ပင်ပန်းတယ် ပျော်ရွှင်ခဲ့ရသမျှ မှတ်ထားပါဒဏ်ရာများစွာရခဲ့လည်း အနာကျက်သွားမှာ မျှော်လင့်တိုင်း မဖြစ်တာ အချစ်လား ကံတရားလား ကြိုတင်တားမရတဲ့ အနိစ္စတရား သဘာဝများကြား ညစ်ပေခဲ့သော နှလုံးသားများ ညစ်ပေခဲ့သော ညစ်ပေခဲ့သော ညစ်ပေခဲ့သော နှလုံးသားများ ညစ်ပေခဲ့သောနှလုံးသားများ,negative
8464,ဆုံတွေ့လိုက် ပြန်လည်ထွက်သွားလိုက် သတိရလိုက် အကုန်မေ့ဖို့ ကြိုးစားကြိနေလိုက် 🖤🖤,positive
8465,ဆရာကြီးသုံးယောက်ပေါင်းစပ်တော့ တစ်ပုဒ်ဖြစ်သွားတာပေါ့ဗျာ😭,negative
8467,ကို ဘက်ရော လာနားထောင်ပြီဗျာ,positive
8468,ဘလိုသီချင်းကြီးလဲကွာ မျက်ရည်တေပါဝိုင်းလာတယ်😢,negative
8469,ဆီ မန့်တာအားမရလို့,positive
8470,မျှော်လင့်တိုင်းမဖြစ်တာ ဒါအချစ်လားကံတရားလား ငိုသံနဲ့အစပြုတယ် ငိုသံနဲ့ပဲအဆုံးသတ်သွားခဲ့တယ် ၁၅နှစ်ကြာပြီးမှလူတယောက်ထဲအတွက်ပဲ အကြီးကြီးမဟုတ်ပေမဲ့ 🎉,neutral
8471,နှစ်ယောက်ချင်းတွဲပြီး အသည်းပတ်ခွဲတာအားမရလို့ သံုးယောက်ပေါင်းပြီးခွဲတယ်ပေါ့ ရတယ် ငါတို့ ဆောင်းတွင်းကြီးငိုပေးမယ်,negative
8472,သုံးယောက်လုံး မိုက်တယ် 💔,positive
8473,သုံးယောက် ပေါင်းတော့ ဂေါ်နေတာ တစ်ယောက် တစ်ကြောင်း နဲ့ က အစ ရှယ်ဘံ 🎉🎉🎉,positive
8474,တိုက်ဆိုင်လိုက်တာများကွာ,positive
8475,အိုအောင်မင်းအောင်ငါတို့တကယ်ဝေးသွားပါပီ ပျော်ရွှင်ခဲ့ရသမျှကိုမှတ်ထားပေးပါ ငါ့ရဲ့လူပျိုပေါက်စလေး💛,negative
8476,လက်ရှိခံစားချက်အတိုင်း ကွက်တိ,positive
8477,ကြိုက်လိုက်တာအကိုတို့ရယ်😭🤍,positive
8480,ရေးတာ,positive
8482,ခုလေးတင် ကောင်မလေးနဲ့ ပျက်သွားတာ 🥺,positive
8483,မကောင်းဘူးသီချင်းက,neutral
8484,ခုလက်ရှိ ခံစားကတော့မဲ့ အခိုက်တန့်မာ ဒီသီချင်းက အဆုံးသတ်ြဖစ်သွားတာကွာ ငါပဲတောင်းပန်ပါတရ် ဟာ😢😢😢,negative
8485,ပေါင်းပြီးတော့ထုတ်တော့တစ်ခါတည်းစု့ပြီးငိုလိုရတာပေါ့နော်,negative
8487,မိုက်🎉🎉🎉တစ်မျိုးလေးကောင်းနေတာ🎉🎉🎉,positive
8488,ဒီဘဲအနှစ်တေဆိုနေတော့ ငိုရတာပေါ့😞,negative
8489,စောင့်နေတာပါဗျာ ဒီလို🎉,positive
8490,ဒီထက်မကအောင်မြင်ကြပြီး လူတွေရဲ့ရင်ထဲကို ခံစားပေးတက်လို့ ကျေးဇူးပါ ဘရားသားတို့🎁🎉,positive
8491,ကြိုက်ပြန်ပြီ,positive
8492,မာမျော်နေမယ်ဗျာ,positive
8493,ငိုနေပါပီလို့🥲,positive
8496,အသက်ကြီးလာလေလေ စာသားတွေ ပိုခံစားတတ်လာပီး ပိုင်ဆိုင်ခဲ့ဖူးတဲ့သူတစ်ယောက်က ခေါင်းထဲပေါ်ပေါ်လာတော့တယ်ဗျာ🙁,negative
8498,တင်စားခြင်းများစွာနဲ့ အမှန်တရားများ😢,negative
8499,လေးလာပြီကွ😍,positive
8500,သုံးယောက်လုံးပေါင်းလိုက်တော့ ရှယ်ပေါ့,positive
8501,ဘဲကြီးတို့သီချင်းစာသာရေး ပုံတွေမကောင်းဘူးနော်ရင်ထဲ,neutral
8504,ပထမ,neutral
8505,သီချင်းတွေကရှယ် 🎉,positive
8507,ဖက်,neutral
8509,ဖက်စ်,neutral
